student_id,grade,ses_level,homework_category,homework_minutes,math_score,reading_score,grade_label,homework_label
5603,0,2,2,15,34.2,58.8,Kindergarten,Less than 30 min
5604,3,2,3,45,69.9,66.4,3rd Grade,30-60 minutes
5605,0,2,1,0,43.0,57.7,Kindergarten,No homework
5606,3,2,3,45,65.1,44.8,3rd Grade,30-60 minutes
5607,5,2,4,90,71.5,62.0,5th Grade,1-2 hours
5608,5,1,4,90,42.8,70.1,5th Grade,1-2 hours
5609,2,3,3,45,73.1,60.5,2nd Grade,30-60 minutes
5610,2,2,3,45,70.1,55.8,2nd Grade,30-60 minutes
5611,0,1,1,0,21.1,27.2,Kindergarten,No homework
5612,4,3,3,45,75.7,78.0,4th Grade,30-60 minutes
5613,4,2,2,15,68.1,57.2,4th Grade,Less than 30 min
5614,1,2,3,45,30.6,56.1,1st Grade,30-60 minutes
5615,2,1,2,15,35.0,35.3,2nd Grade,Less than 30 min
5616,5,2,4,90,46.3,69.3,5th Grade,1-2 hours
5617,5,1,4,90,67.6,65.9,5th Grade,1-2 hours
5618,1,2,3,45,56.4,47.0,1st Grade,30-60 minutes
5619,3,2,4,90,51.0,66.1,3rd Grade,1-2 hours
5620,1,2,2,15,33.5,54.2,1st Grade,Less than 30 min
5621,0,1,1,0,32.7,27.3,Kindergarten,No homework
5622,5,3,3,45,83.2,79.3,5th Grade,30-60 minutes
5623,4,2,2,15,63.4,59.3,4th Grade,Less than 30 min
5624,4,2,2,15,70.2,53.8,4th Grade,Less than 30 min
5625,0,3,1,0,66.9,38.4,Kindergarten,No homework
5626,5,2,5,150,70.0,55.1,5th Grade,More than 2 hours
5627,2,2,1,0,38.3,44.2,2nd Grade,No homework
5628,2,2,3,45,62.5,38.8,2nd Grade,30-60 minutes
5629,3,2,2,15,47.2,62.9,3rd Grade,Less than 30 min
5630,0,2,4,90,21.7,41.0,Kindergarten,1-2 hours
5631,4,2,3,45,64.9,61.2,4th Grade,30-60 minutes
5632,3,2,3,45,36.0,67.3,3rd Grade,30-60 minutes
5633,1,2,2,15,42.3,26.6,1st Grade,Less than 30 min
5634,1,1,3,45,37.9,55.0,1st Grade,30-60 minutes
5635,1,2,1,0,39.7,32.8,1st Grade,No homework
5636,0,1,2,15,38.4,45.5,Kindergarten,Less than 30 min
5637,3,2,3,45,79.5,67.6,3rd Grade,30-60 minutes
5638,5,2,3,45,53.6,50.2,5th Grade,30-60 minutes
5639,0,2,1,0,50.3,36.3,Kindergarten,No homework
5640,0,3,2,15,51.9,,Kindergarten,Less than 30 min
5641,3,1,2,15,60.2,70.3,3rd Grade,Less than 30 min
5642,4,3,4,90,59.2,79.3,4th Grade,1-2 hours
5643,1,2,1,0,38.3,24.3,1st Grade,No homework
5644,2,2,3,45,46.3,55.5,2nd Grade,30-60 minutes
5645,3,2,3,45,41.4,70.6,3rd Grade,30-60 minutes
5646,1,3,2,15,35.1,52.3,1st Grade,Less than 30 min
5647,0,2,1,0,42.2,43.2,Kindergarten,No homework
5648,4,2,4,90,71.7,49.8,4th Grade,1-2 hours
5649,3,3,4,90,66.3,76.1,3rd Grade,1-2 hours
5650,3,3,3,45,54.4,56.8,3rd Grade,30-60 minutes
5651,4,1,3,45,65.8,67.2,4th Grade,30-60 minutes
5652,4,3,3,45,62.2,74.9,4th Grade,30-60 minutes
5653,1,3,4,90,60.0,50.6,1st Grade,1-2 hours
5654,2,2,4,90,72.5,31.5,2nd Grade,1-2 hours
5655,0,3,1,0,,44.1,Kindergarten,No homework
5656,0,3,1,0,40.9,51.8,Kindergarten,No homework
5657,4,2,5,150,59.7,71.3,4th Grade,More than 2 hours
5658,5,1,3,45,77.0,68.9,5th Grade,30-60 minutes
5659,5,2,5,150,57.7,71.3,5th Grade,More than 2 hours
5660,3,1,3,45,57.8,55.2,3rd Grade,30-60 minutes
5661,1,2,1,0,52.7,43.4,1st Grade,No homework
5662,0,2,1,0,42.9,34.5,Kindergarten,No homework
5663,4,2,3,45,55.9,53.8,4th Grade,30-60 minutes
5664,3,2,4,90,43.9,64.2,3rd Grade,1-2 hours
5665,3,3,2,15,85.0,55.7,3rd Grade,Less than 30 min
5666,4,2,3,45,38.9,61.9,4th Grade,30-60 minutes
5667,4,3,4,90,48.1,74.3,4th Grade,1-2 hours
5668,5,1,2,15,60.9,55.2,5th Grade,Less than 30 min
5669,0,3,1,0,43.0,31.4,Kindergarten,No homework
5670,4,3,3,45,71.5,60.7,4th Grade,30-60 minutes
5671,5,2,2,15,56.5,58.6,5th Grade,Less than 30 min
5672,1,2,1,0,33.2,30.6,1st Grade,No homework
5673,3,2,2,15,50.9,67.1,3rd Grade,Less than 30 min
5674,1,3,1,0,68.5,58.4,1st Grade,No homework
5675,5,3,3,45,65.5,72.0,5th Grade,30-60 minutes
5676,0,2,2,15,45.1,42.8,Kindergarten,Less than 30 min
5677,3,2,3,45,48.2,45.0,3rd Grade,30-60 minutes
5678,1,1,2,15,25.8,50.0,1st Grade,Less than 30 min
5679,4,2,3,45,48.9,85.0,4th Grade,30-60 minutes
5680,1,3,1,0,63.2,40.6,1st Grade,No homework
5681,1,1,1,0,29.0,59.7,1st Grade,No homework
5682,2,3,2,15,71.7,74.5,2nd Grade,Less than 30 min
5683,5,3,5,150,83.9,67.6,5th Grade,More than 2 hours
5684,1,3,1,0,42.3,63.7,1st Grade,No homework
5685,0,1,1,0,45.3,30.4,Kindergarten,No homework
5686,4,1,4,90,35.0,60.6,4th Grade,1-2 hours
5687,3,1,3,45,43.8,59.5,3rd Grade,30-60 minutes
5688,5,2,5,150,81.2,36.9,5th Grade,More than 2 hours
5689,0,2,1,0,29.0,26.5,Kindergarten,No homework
5690,3,1,1,0,45.1,53.0,3rd Grade,No homework
5691,1,3,2,15,40.3,56.5,1st Grade,Less than 30 min
5692,0,2,1,0,34.2,51.9,Kindergarten,No homework
5693,4,1,3,45,39.5,46.3,4th Grade,30-60 minutes
5694,3,2,4,90,46.1,59.4,3rd Grade,1-2 hours
5695,4,1,3,45,50.1,54.3,4th Grade,30-60 minutes
5696,1,2,1,0,48.5,43.2,1st Grade,No homework
5697,2,2,1,0,42.6,63.3,2nd Grade,No homework
5698,2,3,4,90,33.9,57.0,2nd Grade,1-2 hours
5699,5,3,3,45,73.2,85.0,5th Grade,30-60 minutes
5700,1,2,4,90,44.2,57.9,1st Grade,1-2 hours
5701,1,2,3,45,64.7,38.9,1st Grade,30-60 minutes
5702,2,2,5,150,44.8,60.8,2nd Grade,More than 2 hours
5703,3,2,4,90,59.0,50.7,3rd Grade,1-2 hours
5704,1,2,2,15,29.0,65.7,1st Grade,Less than 30 min
5705,5,2,4,90,62.9,67.6,5th Grade,1-2 hours
5706,1,2,2,15,15.0,51.1,1st Grade,Less than 30 min
5707,5,2,3,45,75.1,82.5,5th Grade,30-60 minutes
5708,0,2,1,0,33.4,56.9,Kindergarten,No homework
5709,3,2,2,15,,70.9,3rd Grade,Less than 30 min
5710,5,3,2,15,84.2,72.5,5th Grade,Less than 30 min
5711,1,1,1,0,54.7,29.9,1st Grade,No homework
5712,5,3,3,45,73.3,72.2,5th Grade,30-60 minutes
5713,2,2,4,90,52.7,55.4,2nd Grade,1-2 hours
5714,5,1,4,90,59.1,54.1,5th Grade,1-2 hours
5715,4,2,3,45,43.8,82.1,4th Grade,30-60 minutes
5716,1,2,1,0,31.3,53.8,1st Grade,No homework
5717,1,3,1,0,75.4,54.0,1st Grade,No homework
5718,1,2,2,15,27.2,38.5,1st Grade,Less than 30 min
5719,0,2,2,15,53.4,34.3,Kindergarten,Less than 30 min
5720,0,2,1,0,39.8,46.6,Kindergarten,No homework
5721,0,1,1,0,24.7,26.6,Kindergarten,No homework
5722,2,2,3,45,44.4,49.1,2nd Grade,30-60 minutes
5723,4,2,1,0,62.9,72.0,4th Grade,No homework
5724,0,2,1,0,41.1,49.6,Kindergarten,No homework
5725,0,2,2,15,43.0,29.9,Kindergarten,Less than 30 min
5726,3,3,3,45,69.0,62.3,3rd Grade,30-60 minutes
5727,1,2,1,0,36.4,67.5,1st Grade,No homework
5728,0,3,1,0,53.9,58.8,Kindergarten,No homework
5729,1,1,2,15,34.9,53.5,1st Grade,Less than 30 min
5730,5,1,3,45,72.4,54.1,5th Grade,30-60 minutes
5731,4,2,4,90,,61.0,4th Grade,1-2 hours
5732,2,1,1,0,45.2,54.7,2nd Grade,No homework
5733,3,2,2,15,63.8,69.9,3rd Grade,Less than 30 min
5734,3,2,2,15,57.9,51.2,3rd Grade,Less than 30 min
5735,4,2,4,90,57.3,65.2,4th Grade,1-2 hours
5736,4,2,4,90,52.2,65.7,4th Grade,1-2 hours
5737,3,3,4,90,71.6,66.1,3rd Grade,1-2 hours
5738,1,3,2,15,27.5,50.0,1st Grade,Less than 30 min
5739,0,1,2,15,35.3,52.8,Kindergarten,Less than 30 min
5740,2,2,4,90,44.7,66.5,2nd Grade,1-2 hours
5741,5,2,3,45,56.0,61.4,5th Grade,30-60 minutes
5742,3,1,5,150,43.5,48.9,3rd Grade,More than 2 hours
5743,5,2,4,90,65.0,,5th Grade,1-2 hours
5744,5,2,5,150,82.3,73.4,5th Grade,More than 2 hours
5745,1,1,3,45,43.3,47.7,1st Grade,30-60 minutes
5746,4,2,4,90,68.8,44.6,4th Grade,1-2 hours
5747,4,2,4,90,73.2,57.8,4th Grade,1-2 hours
5748,5,1,3,45,56.3,46.7,5th Grade,30-60 minutes
5749,5,2,4,90,79.7,85.0,5th Grade,1-2 hours
5750,4,3,2,15,79.3,72.5,4th Grade,Less than 30 min
5751,1,2,3,45,49.2,45.2,1st Grade,30-60 minutes
5752,4,2,4,90,57.5,62.7,4th Grade,1-2 hours
5753,0,2,2,15,39.8,38.2,Kindergarten,Less than 30 min
5754,4,1,4,90,52.2,66.9,4th Grade,1-2 hours
5755,5,1,3,45,57.7,50.0,5th Grade,30-60 minutes
5756,2,3,2,15,61.4,52.2,2nd Grade,Less than 30 min
5757,3,1,1,0,43.0,34.6,3rd Grade,No homework
5758,2,2,1,0,55.2,27.5,2nd Grade,No homework
5759,2,1,3,45,56.8,61.7,2nd Grade,30-60 minutes
5760,1,3,2,15,46.8,69.8,1st Grade,Less than 30 min
5761,4,1,2,15,80.3,46.7,4th Grade,Less than 30 min
5762,5,2,3,45,55.4,69.9,5th Grade,30-60 minutes
5763,5,2,3,45,56.9,61.1,5th Grade,30-60 minutes
5764,1,2,3,45,50.8,48.4,1st Grade,30-60 minutes
5765,5,2,4,90,85.0,85.0,5th Grade,1-2 hours
5766,4,2,1,0,71.0,78.0,4th Grade,No homework
5767,1,3,3,45,47.7,29.7,1st Grade,30-60 minutes
5768,0,3,1,0,34.9,,Kindergarten,No homework
5769,1,2,2,15,27.3,36.5,1st Grade,Less than 30 min
5770,5,1,2,15,64.5,59.2,5th Grade,Less than 30 min
5771,3,1,5,150,60.6,63.9,3rd Grade,More than 2 hours
5772,4,3,1,0,49.9,83.5,4th Grade,No homework
5773,1,2,3,45,49.4,32.9,1st Grade,30-60 minutes
5774,4,3,3,45,50.1,68.2,4th Grade,30-60 minutes
5775,0,2,1,0,34.8,24.9,Kindergarten,No homework
5776,2,3,1,0,62.3,47.3,2nd Grade,No homework
5777,3,3,2,15,51.6,52.0,3rd Grade,Less than 30 min
5778,0,3,2,15,51.0,35.3,Kindergarten,Less than 30 min
5779,4,2,1,0,59.6,68.3,4th Grade,No homework
5780,1,2,3,45,57.3,45.2,1st Grade,30-60 minutes
5781,3,2,3,45,79.1,52.1,3rd Grade,30-60 minutes
5782,2,2,2,15,46.8,35.6,2nd Grade,Less than 30 min
5783,3,2,1,0,75.9,65.8,3rd Grade,No homework
5784,0,1,3,45,27.8,20.3,Kindergarten,30-60 minutes
5785,0,2,1,0,36.4,47.4,Kindergarten,No homework
5786,5,2,2,15,67.9,74.5,5th Grade,Less than 30 min
5787,1,2,2,15,43.7,60.9,1st Grade,Less than 30 min
5788,4,1,2,15,74.1,61.2,4th Grade,Less than 30 min
5789,5,2,3,45,81.2,63.1,5th Grade,30-60 minutes
5790,1,1,1,0,52.6,29.8,1st Grade,No homework
5791,1,3,5,150,44.9,45.6,1st Grade,More than 2 hours
5792,3,2,3,45,56.0,60.7,3rd Grade,30-60 minutes
5793,5,1,5,150,36.0,55.3,5th Grade,More than 2 hours
5794,5,1,3,45,67.4,45.8,5th Grade,30-60 minutes
5795,3,2,2,15,53.8,52.5,3rd Grade,Less than 30 min
5796,4,1,4,90,53.2,33.7,4th Grade,1-2 hours
5797,0,3,1,0,36.0,58.5,Kindergarten,No homework
5798,5,2,3,45,44.0,60.3,5th Grade,30-60 minutes
5799,5,2,2,15,80.6,55.1,5th Grade,Less than 30 min
5800,1,2,4,90,57.6,58.7,1st Grade,1-2 hours
5801,1,2,1,0,45.8,42.3,1st Grade,No homework
5802,0,3,2,15,22.1,45.8,Kindergarten,Less than 30 min
5803,1,2,2,15,54.0,61.6,1st Grade,Less than 30 min
5804,4,3,1,0,61.5,63.7,4th Grade,No homework
5805,2,2,1,0,57.4,43.7,2nd Grade,No homework
5806,0,3,3,45,55.8,,Kindergarten,30-60 minutes
5807,2,1,3,45,40.8,45.4,2nd Grade,30-60 minutes
5808,5,2,4,90,67.0,66.7,5th Grade,1-2 hours
5809,3,2,3,45,40.1,71.8,3rd Grade,30-60 minutes
5810,2,2,2,15,45.6,50.0,2nd Grade,Less than 30 min
5811,1,1,2,15,39.9,43.7,1st Grade,Less than 30 min
5812,5,2,4,90,85.0,64.4,5th Grade,1-2 hours
5813,4,2,4,90,56.6,70.1,4th Grade,1-2 hours
5814,1,2,2,15,48.5,55.8,1st Grade,Less than 30 min
5815,0,2,4,90,31.4,51.5,Kindergarten,1-2 hours
5816,0,2,1,0,53.9,42.2,Kindergarten,No homework
5817,0,1,1,0,26.8,21.5,Kindergarten,No homework
5818,3,2,4,90,49.9,56.0,3rd Grade,1-2 hours
5819,5,1,4,90,60.2,76.9,5th Grade,1-2 hours
5820,2,3,2,15,,58.6,2nd Grade,Less than 30 min
5821,5,1,4,90,70.3,76.7,5th Grade,1-2 hours
5822,2,3,2,15,50.7,60.2,2nd Grade,Less than 30 min
5823,4,2,1,0,62.2,81.2,4th Grade,No homework
5824,4,2,3,45,64.4,64.8,4th Grade,30-60 minutes
5825,1,1,1,0,41.2,30.1,1st Grade,No homework
5826,2,2,1,0,50.0,53.0,2nd Grade,No homework
5827,3,2,2,15,78.3,56.8,3rd Grade,Less than 30 min
5828,0,2,1,0,45.4,27.7,Kindergarten,No homework
5829,2,1,1,0,37.2,50.1,2nd Grade,No homework
5830,3,3,4,90,71.1,53.8,3rd Grade,1-2 hours
5831,5,3,4,90,85.0,74.4,5th Grade,1-2 hours
5832,2,2,2,15,78.8,42.8,2nd Grade,Less than 30 min
5833,4,2,3,45,61.9,68.8,4th Grade,30-60 minutes
5834,2,2,3,45,43.2,65.8,2nd Grade,30-60 minutes
5835,4,2,3,45,73.0,63.4,4th Grade,30-60 minutes
5836,3,1,2,15,35.3,49.5,3rd Grade,Less than 30 min
5837,5,2,2,15,64.6,73.0,5th Grade,Less than 30 min
5838,2,3,4,90,61.4,40.8,2nd Grade,1-2 hours
5839,3,1,2,15,46.7,59.9,3rd Grade,Less than 30 min
5840,3,2,1,0,57.7,67.0,3rd Grade,No homework
5841,2,3,3,45,33.7,78.0,2nd Grade,30-60 minutes
5842,0,1,1,0,24.4,33.2,Kindergarten,No homework
5843,0,1,5,150,47.4,39.9,Kindergarten,More than 2 hours
5844,0,3,3,45,24.8,30.1,Kindergarten,30-60 minutes
5845,5,2,4,90,64.0,48.7,5th Grade,1-2 hours
5846,1,1,3,45,24.8,52.8,1st Grade,30-60 minutes
5847,1,2,2,15,25.5,43.9,1st Grade,Less than 30 min
5848,4,2,4,90,69.9,55.9,4th Grade,1-2 hours
5849,1,3,2,15,40.0,69.5,1st Grade,Less than 30 min
5850,3,2,1,0,60.2,62.4,3rd Grade,No homework
5851,1,2,4,90,37.7,18.9,1st Grade,1-2 hours
5852,5,2,4,90,56.2,79.8,5th Grade,1-2 hours
5853,5,3,5,150,73.3,74.6,5th Grade,More than 2 hours
5854,5,1,4,90,53.7,49.3,5th Grade,1-2 hours
5855,2,1,2,15,40.9,38.8,2nd Grade,Less than 30 min
5856,4,3,2,15,,75.9,4th Grade,Less than 30 min
5857,0,3,1,0,37.1,55.2,Kindergarten,No homework
5858,0,1,1,0,30.9,34.8,Kindergarten,No homework
5859,0,1,1,0,30.1,32.9,Kindergarten,No homework
5860,3,2,3,45,63.8,64.6,3rd Grade,30-60 minutes
5861,2,1,3,45,38.0,,2nd Grade,30-60 minutes
5862,3,2,2,15,63.7,78.1,3rd Grade,Less than 30 min
5863,0,1,1,0,28.4,20.5,Kindergarten,No homework
5864,2,1,2,15,22.2,37.6,2nd Grade,Less than 30 min
5865,4,2,3,45,65.5,73.8,4th Grade,30-60 minutes
5866,2,3,5,150,55.4,80.4,2nd Grade,More than 2 hours
5867,4,2,3,45,77.5,74.7,4th Grade,30-60 minutes
5868,1,2,1,0,50.6,51.1,1st Grade,No homework
5869,4,3,3,45,78.5,78.4,4th Grade,30-60 minutes
5870,3,2,4,90,42.0,63.0,3rd Grade,1-2 hours
5871,1,2,2,15,46.0,44.1,1st Grade,Less than 30 min
5872,1,2,4,90,50.4,49.1,1st Grade,1-2 hours
5873,3,1,1,0,56.0,38.4,3rd Grade,No homework
5874,4,2,2,15,53.0,74.1,4th Grade,Less than 30 min
5875,2,2,2,15,46.7,46.0,2nd Grade,Less than 30 min
5876,1,2,3,45,57.3,54.4,1st Grade,30-60 minutes
5877,5,1,3,45,47.1,48.2,5th Grade,30-60 minutes
5878,3,2,1,0,56.6,56.9,3rd Grade,No homework
5879,2,2,2,15,82.8,48.4,2nd Grade,Less than 30 min
5880,2,1,2,15,35.4,44.7,2nd Grade,Less than 30 min
5881,1,1,5,150,18.9,43.6,1st Grade,More than 2 hours
5882,3,3,2,15,63.1,45.1,3rd Grade,Less than 30 min
5883,2,2,1,0,84.0,58.2,2nd Grade,No homework
5884,5,1,3,45,65.6,68.0,5th Grade,30-60 minutes
5885,2,2,2,15,45.1,63.6,2nd Grade,Less than 30 min
5886,2,1,3,45,45.5,48.1,2nd Grade,30-60 minutes
5887,3,2,3,45,50.8,56.6,3rd Grade,30-60 minutes
5888,5,2,4,90,66.9,65.1,5th Grade,1-2 hours
5889,4,2,4,90,52.8,73.6,4th Grade,1-2 hours
5890,2,2,2,15,59.3,63.7,2nd Grade,Less than 30 min
5891,4,1,4,90,67.2,59.6,4th Grade,1-2 hours
5892,3,2,4,90,29.8,63.6,3rd Grade,1-2 hours
5893,2,1,2,15,43.7,35.6,2nd Grade,Less than 30 min
5894,1,2,1,0,56.1,38.6,1st Grade,No homework
5895,2,3,3,45,35.1,72.3,2nd Grade,30-60 minutes
5896,1,2,3,45,49.6,72.6,1st Grade,30-60 minutes
5897,5,3,3,45,70.8,73.9,5th Grade,30-60 minutes
5898,2,1,2,15,33.1,52.4,2nd Grade,Less than 30 min
5899,5,2,4,90,63.8,42.4,5th Grade,1-2 hours
5900,3,1,2,15,42.9,55.4,3rd Grade,Less than 30 min
5901,3,2,3,45,66.0,53.6,3rd Grade,30-60 minutes
5902,3,1,3,45,,55.8,3rd Grade,30-60 minutes
5903,0,1,3,45,52.6,38.7,Kindergarten,30-60 minutes
5904,2,2,3,45,54.4,62.5,2nd Grade,30-60 minutes
5905,0,2,1,0,58.4,40.3,Kindergarten,No homework
5906,3,1,3,45,73.9,65.2,3rd Grade,30-60 minutes
5907,2,3,2,15,54.3,74.1,2nd Grade,Less than 30 min
5908,4,1,4,90,65.5,50.7,4th Grade,1-2 hours
5909,1,1,2,15,39.8,52.3,1st Grade,Less than 30 min
5910,1,2,3,45,45.6,63.2,1st Grade,30-60 minutes
5911,2,3,3,45,61.7,65.1,2nd Grade,30-60 minutes
5912,5,1,4,90,73.3,60.0,5th Grade,1-2 hours
5913,4,1,2,15,67.1,57.7,4th Grade,Less than 30 min
5914,2,3,4,90,59.1,47.9,2nd Grade,1-2 hours
5915,3,2,2,15,49.3,73.1,3rd Grade,Less than 30 min
5916,0,2,4,90,30.3,42.6,Kindergarten,1-2 hours
5917,5,1,3,45,35.3,58.1,5th Grade,30-60 minutes
5918,3,2,1,0,62.2,49.9,3rd Grade,No homework
5919,1,2,3,45,41.0,34.9,1st Grade,30-60 minutes
5920,3,2,4,90,42.2,42.8,3rd Grade,1-2 hours
5921,0,3,2,15,57.3,42.2,Kindergarten,Less than 30 min
5922,5,3,2,15,81.1,80.4,5th Grade,Less than 30 min
5923,1,2,3,45,26.4,36.5,1st Grade,30-60 minutes
5924,3,3,3,45,55.5,50.4,3rd Grade,30-60 minutes
5925,1,2,2,15,67.0,66.0,1st Grade,Less than 30 min
5926,4,1,4,90,48.0,45.5,4th Grade,1-2 hours
5927,4,2,3,45,56.3,67.5,4th Grade,30-60 minutes
5928,4,2,2,15,61.5,63.5,4th Grade,Less than 30 min
5929,3,1,3,45,52.4,48.8,3rd Grade,30-60 minutes
5930,5,2,4,90,67.9,66.3,5th Grade,1-2 hours
5931,0,2,3,45,45.0,34.0,Kindergarten,30-60 minutes
5932,2,2,2,15,63.8,51.2,2nd Grade,Less than 30 min
5933,1,3,3,45,43.3,49.3,1st Grade,30-60 minutes
5934,5,2,4,90,67.3,47.9,5th Grade,1-2 hours
5935,2,1,1,0,48.2,57.3,2nd Grade,No homework
5936,4,2,1,0,45.5,56.5,4th Grade,No homework
5937,4,2,3,45,,66.8,4th Grade,30-60 minutes
5938,1,1,3,45,41.7,38.8,1st Grade,30-60 minutes
5939,1,2,2,15,48.8,57.6,1st Grade,Less than 30 min
5940,1,3,3,45,49.2,39.3,1st Grade,30-60 minutes
5941,2,2,3,45,47.3,58.3,2nd Grade,30-60 minutes
5942,1,1,2,15,32.9,44.0,1st Grade,Less than 30 min
5943,0,1,1,0,43.1,38.9,Kindergarten,No homework
5944,5,2,2,15,51.8,55.2,5th Grade,Less than 30 min
5945,5,3,4,90,76.9,84.1,5th Grade,1-2 hours
5946,2,2,3,45,24.8,56.0,2nd Grade,30-60 minutes
5947,2,2,2,15,38.5,55.9,2nd Grade,Less than 30 min
5948,0,2,1,0,38.8,49.7,Kindergarten,No homework
5949,4,2,3,45,77.0,44.0,4th Grade,30-60 minutes
5950,4,2,2,15,63.3,58.8,4th Grade,Less than 30 min
5951,0,1,2,15,36.0,34.2,Kindergarten,Less than 30 min
5952,0,2,1,0,36.2,44.5,Kindergarten,No homework
5953,4,2,3,45,51.7,65.9,4th Grade,30-60 minutes
5954,3,1,3,45,60.3,58.3,3rd Grade,30-60 minutes
5955,0,2,2,15,34.5,37.2,Kindergarten,Less than 30 min
5956,3,3,2,15,55.9,66.9,3rd Grade,Less than 30 min
5957,1,2,2,15,54.1,44.3,1st Grade,Less than 30 min
5958,2,3,2,15,61.8,64.5,2nd Grade,Less than 30 min
5959,4,1,4,90,73.8,46.4,4th Grade,1-2 hours
5960,4,2,3,45,60.2,81.7,4th Grade,30-60 minutes
5961,2,1,1,0,52.1,54.9,2nd Grade,No homework
5962,5,2,5,150,50.8,71.1,5th Grade,More than 2 hours
5963,2,2,2,15,61.8,51.2,2nd Grade,Less than 30 min
5964,4,2,2,15,54.1,,4th Grade,Less than 30 min
5965,2,3,3,45,64.6,59.3,2nd Grade,30-60 minutes
5966,5,2,4,90,60.8,53.7,5th Grade,1-2 hours
5967,5,2,3,45,67.5,66.8,5th Grade,30-60 minutes
5968,0,3,2,15,41.0,52.2,Kindergarten,Less than 30 min
5969,5,2,2,15,44.4,65.0,5th Grade,Less than 30 min
5970,4,1,3,45,53.4,65.7,4th Grade,30-60 minutes
5971,4,1,2,15,50.4,62.7,4th Grade,Less than 30 min
5972,1,2,2,15,33.4,41.3,1st Grade,Less than 30 min
5973,4,2,3,45,45.7,73.8,4th Grade,30-60 minutes
5974,5,1,3,45,32.2,58.9,5th Grade,30-60 minutes
5975,1,1,2,15,32.0,39.5,1st Grade,Less than 30 min
5976,5,1,3,45,54.8,66.8,5th Grade,30-60 minutes
5977,0,2,1,0,41.0,39.5,Kindergarten,No homework
5978,0,1,1,0,41.6,64.1,Kindergarten,No homework
5979,3,1,2,15,60.6,38.8,3rd Grade,Less than 30 min
5980,3,2,2,15,64.1,71.8,3rd Grade,Less than 30 min
5981,3,3,3,45,58.0,73.2,3rd Grade,30-60 minutes
5982,0,2,2,15,64.2,40.8,Kindergarten,Less than 30 min
5983,5,2,4,90,59.9,68.3,5th Grade,1-2 hours
5984,0,1,2,15,21.3,39.4,Kindergarten,Less than 30 min
5985,0,3,1,0,58.2,48.0,Kindergarten,No homework
5986,0,2,2,15,,36.7,Kindergarten,Less than 30 min
5987,3,3,3,45,71.0,,3rd Grade,30-60 minutes
5988,5,3,1,0,75.6,73.2,5th Grade,No homework
5989,3,3,4,90,63.0,71.2,3rd Grade,1-2 hours
5990,4,1,1,0,46.6,63.2,4th Grade,No homework
5991,0,2,1,0,46.9,40.8,Kindergarten,No homework
5992,3,1,3,45,52.3,44.7,3rd Grade,30-60 minutes
5993,2,3,3,45,57.5,69.0,2nd Grade,30-60 minutes
5994,2,3,4,90,62.6,59.0,2nd Grade,1-2 hours
5995,0,3,3,45,45.5,35.4,Kindergarten,30-60 minutes
5996,4,2,3,45,50.6,68.3,4th Grade,30-60 minutes
5997,3,2,3,45,54.7,60.0,3rd Grade,30-60 minutes
5998,4,2,1,0,68.0,72.9,4th Grade,No homework
5999,2,2,2,15,43.8,48.9,2nd Grade,Less than 30 min
6000,0,2,3,45,41.3,46.2,Kindergarten,30-60 minutes
6001,3,2,3,45,50.1,57.9,3rd Grade,30-60 minutes
6002,1,3,1,0,70.2,55.7,1st Grade,No homework
6003,5,2,3,45,85.0,71.4,5th Grade,30-60 minutes
6004,3,3,3,45,63.3,72.9,3rd Grade,30-60 minutes
6005,0,3,1,0,49.2,57.0,Kindergarten,No homework
6006,5,2,3,45,81.1,53.5,5th Grade,30-60 minutes
6007,3,2,2,15,,54.1,3rd Grade,Less than 30 min
6008,0,2,1,0,32.0,37.6,Kindergarten,No homework
6009,3,2,1,0,61.0,67.6,3rd Grade,No homework
6010,1,1,3,45,44.4,43.9,1st Grade,30-60 minutes
6011,4,2,3,45,64.2,60.2,4th Grade,30-60 minutes
6012,4,3,3,45,73.6,65.8,4th Grade,30-60 minutes
6013,5,1,4,90,57.4,74.6,5th Grade,1-2 hours
6014,3,2,2,15,56.2,55.6,3rd Grade,Less than 30 min
6015,2,3,3,45,40.1,60.8,2nd Grade,30-60 minutes
6016,4,2,4,90,73.1,46.3,4th Grade,1-2 hours
6017,0,2,1,0,46.4,,Kindergarten,No homework
6018,3,2,1,0,71.2,45.9,3rd Grade,No homework
6019,3,2,3,45,53.1,53.9,3rd Grade,30-60 minutes
6020,0,1,1,0,15.0,16.6,Kindergarten,No homework
6021,2,3,4,90,58.4,67.8,2nd Grade,1-2 hours
6022,5,2,4,90,67.7,68.7,5th Grade,1-2 hours
6023,5,2,3,45,59.5,64.2,5th Grade,30-60 minutes
6024,0,2,1,0,56.9,34.8,Kindergarten,No homework
6025,0,1,2,15,20.7,38.2,Kindergarten,Less than 30 min
6026,1,3,1,0,52.0,48.9,1st Grade,No homework
6027,5,3,4,90,63.4,70.6,5th Grade,1-2 hours
6028,0,1,1,0,59.2,42.0,Kindergarten,No homework
6029,4,3,5,150,62.2,63.7,4th Grade,More than 2 hours
6030,0,2,1,0,49.8,49.5,Kindergarten,No homework
6031,3,2,3,45,48.9,40.1,3rd Grade,30-60 minutes
6032,2,2,1,0,56.7,44.0,2nd Grade,No homework
6033,4,1,3,45,40.6,70.9,4th Grade,30-60 minutes
6034,1,2,2,15,47.0,57.4,1st Grade,Less than 30 min
